3-2,0.0,0.001,0.14454143126614846,1.003012134919723,-232.37506854942444,0.5110409380775237,1.0114331236164085,369.76910295053784
3-2,0.0,0.001,0.3866272021746926,0.9911683183549047,-229.60521625272224,0.5097784224290319,1.01140377524525,369.4052145881278
3-2,0.0,0.001,0.1959148772210403,0.9953709288652953,-230.70869455445055,0.5109586647126249,1.0114312110229033,373.81794821034714
3-2,0.0,0.001,0.40022027200092014,1.0088653999080255,-229.25053637331467,0.5111211539224911,1.0114349883886997,375.13094055189265
3-2,0.0,0.001,0.18787759368156629,1.0039972625362545,-228.78698122774043,0.510979110493194,1.0114316863212072,377.48123517099293
3-2,0.0,0.001,0.13612988893071945,1.0028209617404087,-224.45975612328468,0.5109351102876618,1.0114306634594272,377.5349779417094
3-2,0.0,0.001,0.2374899070258691,0.994449771503576,-224.95241969731305,0.5106834008046919,1.0114248120866223,377.8259208516596
3-2,0.0,0.001,0.30780254595284157,0.9928984943523813,-230.1417582998213,0.5102636212807667,1.0114150538749518,373.1704757357691
3-2,0.0,0.001,0.021611842642956132,1.0002325369043426,-224.9932738174582,0.5109553470662681,1.0114311338984083,373.3840542905419
3-2,0.0,0.001,0.06136524525747536,0.998369485497684,-226.2318136457175,0.5108332456932703,1.011428295449568,380.31951902641595
3-2,0.0,0.01,0.26553677387056573,0.9143742997055537,-23.842891192067757,0.6173495185823947,0.43520821744198657,581.4505508547361
3-2,0.0,0.01,0.3672042624180139,0.927441379933258,-23.946084067824753,0.5569970419125598,0.9001779455273936,577.0554228545232
3-2,0.0,0.01,0.4681546721140575,0.8876556955250312,-18.887997185844426,0.5746166441729812,0.19006842897943713,582.109214792996
3-2,0.0,0.01,0.24463440520703758,0.93229626523059,-27.098716746456574,0.6144179581036342,0.6314502396082919,582.0642548541778
3-2,0.0,0.01,0.4106251253702016,0.9249484772409162,-23.123966625337612,0.5389870015322642,0.948391733987697,582.7938399571697
3-2,0.0,0.01,0.19152160397056472,0.9127728043312784,-21.255449359595236,0.6182123257195983,0.5808057061898738,583.3709179554282
3-2,0.0,0.01,0.1453918377378457,0.8975426836782063,-19.132387800496943,0.6173197310379576,0.43490905669815955,581.4891947553668
